person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_267,Event0579,"Navon, Tommaso (I)","Navon, Tommaso (I) Employment End",Employment End,,1904-06-10,post1623,,,,,,,,,
Person_267,Event0580,"Navon, Tommaso (I)","Navon, Tommaso (I) appointment; salary",appointment; salary,"1587: admitted as Gdl at request of father, 50 ducats a yr",,1587,,,,,,,,,
Person_267,Event0581,"Navon, Tommaso (I)","Navon, Tommaso (I) raise",raise,1623: raise after 30 yrs of continuous service from 36 to 100 cecchini a year_x0017_,,1623,,,,,,,,,
Person_267,Event0582,"Navon, Tommaso (I)","Navon, Tommaso (I) salary",salary,"1592: 12 yrs old, 50 zecchini a yr as gdl",,1592,,,,,,,,,
Person_267,Event0583,"Navon, Tommaso (I)","Navon, Tommaso (I) appraisal",appraisal,"1585: according to bailo Gianfrancesco Morosini, was already learning from his father to speak Turkish in anticipation of employment by Venetians: 'se bene è ancor di tenera età, ha nondimeno principiato a leggere e parlar turco, avendolo il padre dedicato al servigio della Serenità Vostra;'
",,1585,,,,,,,,,
Person_268,Event0584,"Navon, Tommaso (II)","Navon, Tommaso (II) Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_268,Event0585,"Navon, Tommaso (II)","Navon, Tommaso (II) employment end",employment end,,1683-04-01,1683-04-01,,,,,,,,,
Person_268,Event0586,"Navon, Tommaso (II)","Navon, Tommaso (II) election",election,1662: elected sub-prior of Magnifica Comunita,,1662,,,,,,,,,
Person_268,Event0587,"Navon, Tommaso (II)","Navon, Tommaso (II) appraisal",appraisal,1676: gvt doesn't want to advance him to posin of dragoman grande; probs w cozza,,1676,,,,,,,,,
Person_268,Event0588,"Navon, Tommaso (II)","Navon, Tommaso (II) election",election,1683: elected prior of Magnifica Comunita,,1683,,,,,,,,,
Person_268,Event0589,"Navon, Tommaso (II)","Navon, Tommaso (II) death",death,1684: dies [Sturdza 1983: 586,,1684,,,,,,,,,
Person_270,Event0590,"Negroni, Andrea","Negroni, Andrea Birth",Birth,Birth,,,,,,,Istanbul?,,,,
Person_270,Event0591,"Negroni, Andrea","Negroni, Andrea employment end",employment end,,1597/1607,1597/1607,,,,,,,,,date inferred
Person_270,Event0592,"Negroni, Andrea","Negroni, Andrea employment",employment,"1597: interpreted between Margarian (Armenian envoy of Persian Shah) and the Secretary of the Collegio, Marco Ottobon [thanks to Giorgio Rota",,1597,,,,,,,,,
Person_270,Event0593,"Negroni, Andrea","Negroni, Andrea appointment",appointment,"10/30/1600: employed by Habsburgs on Persian Mission, as reported by ambassador Piero Duodo. See Calendar of State Papers Relating to English Affairs in the Archives of Venice, Volume 9, #925, #927",1600-10-30,,,,,,,,,,
Person_270,Event0594,"Negroni, Andrea","Negroni, Andrea privileges",privileges,"ca. June 1607: certain Andrea mentioned as Venetian bailo that should be exempted from various Ottoman taxes [Ecnebi Defterleri 13, fol. 23, #191, undated, identity unverified",,ca. June 1607,,,,,,,,,
Person_270,Event0595,"Negroni, Andrea","Negroni, Andrea employment",employment,1610 fwd: works for Holy Roman Emperor in Istanbul,,1610 onwards,,,,,,,,,
Person_271,Event0596,"Nicolini, Pietro","Nicolini, Pietro Birth",Birth,Birth,,,,,,,Cyprus,,,,
Person_271,Event0597,"Nicolini, Pietro","Nicolini, Pietro employment end",employment end,,1904-07-01,post1644,,,,,,,,,
Person_271,Event0598,"Nicolini, Pietro","Nicolini, Pietro employment",employment,36 yrs of service,,,,,,,,,,,
Person_272,Event0599,"Nicolini, Simon","Nicolini, Simon Birth",Birth,Birth,,,,,,,Sofia/Cyprus,,,,
Person_272,Event0600,"Nicolini, Simon","Nicolini, Simon employment end",employment end,,1904-05-29,post1611,,,,,,,,,
Person_272,Event0601,"Nicolini, Simon","Nicolini, Simon employment",employment,40 years of service,,,,,,,,,,,
Person_272,Event0602,"Nicolini, Simon","Nicolini, Simon petition",petition,"1607-8: requests issuance of Ottoman safe-conduct for those travelling b/w Ven and Istanbul, notes that this was accepted at the time of the previous bailo and declares that this was first decreed during the present Sultan's father Hudavendigar Han. The request is accepted. [Ecnebi defteri, 13, fol. 24 #208-209",,1607-8,,,,,,,,,
Person_272,Event0603,"Nicolini, Simon","Nicolini, Simon employment",employment,"1609 still Ven dragoman, seeks loan from Ambrosio Grillo",,1609,,,,,,,,,
Person_272,Event0604,"Nicolini, Simon","Nicolini, Simon litigation",litigation,"1611: mentioned as debtor of merchants in the Morea [Ecnebi defteri, 13, #389, fol. 40",,1611,,,,,,,,,
Person_272,Event0605,"Nicolini, Simon","Nicolini, Simon employment",employment,1620: works for Marescial of Poland (see Relazione from Germany of Polo Minio),,1620,,,,,,,,,
Person_272,Event0606,"Nicolini, Simon","Nicolini, Simon appraisal",appraisal,"1599 Vincenzo Gradenigo: 'Simon de' Piero, nato et allevato in sofia, ma p[er habitatione di qualche anno in Ragusi, et p[er esser ancò stato Dragomano di Ragusi d.o Raguseo huomo da bene, et di molto valore in questo essercitio, et che tratta con ogni vantaggio con grandi, et atto à ben intendere le nuove occorrenti, si come della sua persona ne ha essa havuto relatione, p.ma che io qui venissi, ho stimato gran servitio di lei il continuar di trattenirlo qui in casa, con tutto ch'egli fosse rissoluto di partire co'll Ill.mo Capello'",,1599,,,,,,,,,
Person_272,Event0607,"Nicolini, Simon","Nicolini, Simon appraisal",appraisal,"bailo Contarini: served 'più con le orecchie che con la lingua... ud""a volontieri solo le cose che si confacevano à suoi poco savj pensieri' [quoted in Barozzi-Berchet: 250-251. see also story @ Nicolini's scam involving Ottoman jeweler and the Bailo [in Coco & Manzonetto 1985: 115, note 14
",,,,,,,,,,,
Person_273,Event0608,"Nores, Giacomo de","Nores, Giacomo de Birth",Birth,Birth,1904-04-17,,,,,,Cyprus,,,,
Person_273,Event0609,"Nores, Giacomo de","Nores, Giacomo de Death",Death,,1904-06-14,,,,,,,,,,post
Person_273,Event0610,"Nores, Giacomo de","Nores, Giacomo de employment end",employment end,,1904-06-14,1627,,,,,,,,,
Person_273,Event0611,"Nores, Giacomo de","Nores, Giacomo de travel",travel,"1581: still in Ottoman captivity, traveled with his master to the Safavid frontier, where in all probability he learned some Persian",,1581,,,,,,,,,
Person_273,Event0612,"Nores, Giacomo de","Nores, Giacomo de travel",travel,1587: arrived in Venice,,1587,,,,,,,,,
Person_273,Event0613,"Nores, Giacomo de","Nores, Giacomo de employment",employment,1594: employed by Board of Trade,,1594,,,,,,,,,
Person_273,Event0614,"Nores, Giacomo de","Nores, Giacomo de salary",salary,1618: 800 ducats a year,,1618,,,,,,,,,
Person_275,Event0615,"Olivieri, Antonio","Olivieri, Antonio Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_275,Event0616,"Olivieri, Antonio","Olivieri, Antonio employment end",employment end,,1904-07-27,post1670,,,,,,,,,
Person_275,Event0617,"Olivieri, Antonio","Olivieri, Antonio ",,1670: 15 yrs old,,1670,,,,,,,,,
Person_275,Event0618,"Olivieri, Antonio","Olivieri, Antonio travel",travel,"1610: accompanies venetian merchants to the Morea [Ecnebi defteri, 13, #270, fol. 30",,1610,,,,,,,,,
Person_275,Event0619,"Olivieri, Antonio","Olivieri, Antonio appraisal",appraisal,"1670 special ambassador Alvise Molin: 'tiene il solo spirito e dispositione per imparare, ma di presente senza alcuna intelligenza.' [Archivio proprio Costantinopoli, b. 24, c. 324v (7/28/1670), quoted in Luca 2008: 156",,1670,,,,,,,,,
Person_278,Event0620,"Olivieri, Giovanni","Olivieri, Giovanni Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_278,Event0621,"Olivieri, Giovanni","Olivieri, Giovanni employment end",employment end,,1904-07-17,post1660,,,,,,,,,
Person_278,Event0622,"Olivieri, Giovanni","Olivieri, Giovanni Employment End",Employment End,,1904-07-17,post1660,,,,,,,,,
Person_278,Event0623,"Olivieri, Giovanni","Olivieri, Giovanni appointment",appointment,"9/25/1635: appointed Dragoman based on bailo's good appraisal of his progress in studies as gdl, same salary & benefits as other dragomans",1635-09-25,,,,,,,,,,
Person_278,Event0624,"Olivieri, Giovanni","Olivieri, Giovanni salary",salary,1641: annual salary of 118 zecchini,,1641,,,,,,,,,
Person_278,Event0625,"Olivieri, Giovanni","Olivieri, Giovanni salary",salary,1654: annual salary 130 zecchini,,1654,,,,,,,,,
Person_278,Event0626,"Olivieri, Giovanni","Olivieri, Giovanni appraisal",appraisal,"1641: 'L'Olivieri è giovane senza pelo di Barba, e con poca disposit.ne à farla, che qui non è poco contrario; Vogliono ch' egli parli il Turco, l'Arabo, et il Persiano delli quali linguaggi è composta la Turca, più elegantem.te d'ogn'altro; nell'Italiano veram.te non hà lui la miglior espresione del mondo, e huomo di modestia, e di buon termine.'",,1641,,,,,,,,,
Person_281,Event0627,"Pace, Girolamo","Pace, Girolamo Birth",Birth,Birth,,,,,,,Split,,,,
Person_281,Event0628,"Pace, Girolamo","Pace, Girolamo employment end",employment end,,1904-06-16,post1629,,,,,,,,,
Person_281,Event0629,"Pace, Girolamo","Pace, Girolamo Employment End",Employment End,,1904-06-16,post1629,,,,,,,,,
Person_281,Event0630,"Pace, Girolamo","Pace, Girolamo appointment; salary",appointment; salary,"approved as dragoman della lingua turca in Spalato, salary of 6 ducats a month",,,,,,,,,,,
Person_282,Event0631,"Pace, Marco","Pace, Marco Birth",Birth,Birth,,,,,,,Split,,,,
Person_282,Event0632,"Pace, Marco","Pace, Marco salary",salary,"1641: annual salary of 60 ducats, 6 zecchini, 2 outfits",,1641,,,,,,,,,
Person_282,Event0633,"Pace, Marco","Pace, Marco appraisal",appraisal,"1641: 'lasciar il Giovine della lingua Pace, condotto meco con licenza dell'Ecc.mo Sen.o quale anco intendo, à misura di suoi talenti, & età, essersi portato bene; Et è di p'nte in Provincia per supplicar V'ra Ser del solito accrescim.to, et ritornar à Const.li à perfettionar li suoi studij'",,1641,,,,,,,,,
Person_283,Event0634,"Paleologo, Todaro [Teodoro","Paleologo, Todaro [Teodoro Birth",Birth,Birth,,,,,,,Famagosta/Zante,,,,date questionable
Person_283,Event0635,"Paleologo, Todaro [Teodoro","Paleologo, Todaro [Teodoro employment end",employment end,,1904-03-12,1533,,,,,,,,,
Person_283,Event0636,"Paleologo, Todaro [Teodoro","Paleologo, Todaro [Teodoro Employment End",Employment End,,1904-03-12,1533,,,,,,,,,
Person_283,Event0637,"Paleologo, Todaro [Teodoro","Paleologo, Todaro [Teodoro employment",employment,"mentioned in letter by 'oratori nostri vanno al Signor turcho' written in Famagosta on 7/14/1517; translator of Ahd-Name of 1517 [Theunissen 1999: 10; Papadia-Lala 2009: was a capo stratioti, member of the Greek confraternity in Venice, hailed from Zante, worked for the Doge's segreteria. see numerous references in Sanuto; mentioned in Sanuto's summary of Mocenigo's relazione of 1518 (Alberi III.III: 53) and in that of Bartolomeo Contarini of 1519 (Alberi III.III: 58, 68) and that of Marco Minio of 1527 (III.III: 117) as ambassador's turciman (1)/interprete (2 + 3) in divan.",1517-07-14,,,,,,,,,,
Person_284,Event0638,"Parada, Ippolito","Parada, Ippolito employment end",employment end,,1904-06-24,1637,,,,,,,,,
Person_284,Event0639,"Parada, Ippolito","Parada, Ippolito travel; petition",travel; petition,viaggio in Algeri by order of Bailo Capello to recover stuff of Amb.r Cornaro in Spagna. still waitg to receive 162 D in recompense.,,,,,,,,,,,
Person_285,Event0640,"Parada, Michiel","Parada, Michiel Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_285,Event0641,"Parada, Michiel","Parada, Michiel Employment End",Employment End,,1904-07-27,1670,,,,,,,,,
Person_285,Event0642,"Parada, Michiel","Parada, Michiel employment",employment,1641: gdl,,1641,,,,,,,,,
Person_285,Event0643,"Parada, Michiel","Parada, Michiel travel",travel,1658: carried Ottoman proposals in matter of Candia from Istanbul to Venice [Brusoni 1673: 48,,2658,,,,,,,,,
Person_285,Event0644,"Parada, Michiel","Parada, Michiel election",election,1670: elected prior of Magnifica Comunita,,1670,,,,,,,,,
Person_286,Event0645,"Perone, Giovanni","Perone, Giovanni Birth",Birth,Birth,,,,,,,Istanbul,,,,
Person_286,Event0646,"Perone, Giovanni","Perone, Giovanni employment end",employment end,,1904-07-21,post1664,,,,,,,,,
Person_286,Event0647,"Perone, Giovanni","Perone, Giovanni Employment End",Employment End,,1904-07-21,post1664,,,,,,,,,
Person_286,Event0648,"Perone, Giovanni","Perone, Giovanni employment",employment,1646: still Gdl,,1646,,,,,,,,,
Person_286,Event0649,"Perone, Giovanni","Perone, Giovanni petition",petition,"1655: supplica atttached to Ballarino's letter (542r-546v), askg to receive title of dragoman after 20 yrs of service as gdl. Ballarino in favor",,1655,,,,,,,,,
Person_286,Event0650,"Perone, Giovanni","Perone, Giovanni election",election,1651: elected sub-prior of Magnifica Comunita,,1651,,,,,,,,,
Person_286,Event0651,"Perone, Giovanni","Perone, Giovanni appraisal",appraisal,"1641: 'nativo di Pera, e fra li Gentilhuomeni di Rito lattino, che sono in quel luoco, benche di p'nte il di lui Padre caduto in povertà di molti debiti aggravato li ritrovi.'
Ballarino, 1655: Egli si trova avvanzato negli anni. è di buona nascita. Hà patito prigionie et infirmità nelli studi, delle lingue è impossessato. Il n.ro dei dragomani è ristretto. sono molti anni ch'egli s'impiegi co'l carattere di Giovane di lingua s'è trattenuto qui dentro tutto il tempo della p'nte prigionia. Hà servito in tutto il Bailaggio dell'Ecc.mo S.r Cav.r Soranzo, dal q.al fù spedito in Candia p[er pub.e occorenze; ch'è q.to posso rapp'ntar sopra la scritt.a med.ma.'
",,1641,,,,,,,,,
Person_292,Event0652,"Pizzari, Michiel","Pizzari, Michiel Birth",Birth,Birth,,,,,,,Crete,,,,
Person_292,Event0653,"Pizzari, Michiel","Pizzari, Michiel employment end",employment end,,1642-11-06,post1642-11-06,,,,,,,,,
Person_292,Event0654,"Pizzari, Michiel","Pizzari, Michiel appraisal",appraisal,learned Turkish & Lingua Mora [Arabic? to mk h/s more fit for pub service. ,,,,,,,,,,,
Person_292,Event0655,"Pizzari, Michiel","Pizzari, Michiel travel",travel,"1640: was sent by then Prv.re G'nal & Inquisitor el regno di Candia Iseppo Civran to Bailo in Istanbul. En route was enslaved by Corsairs, robbed of his belonggs. contd voyage nonetheless.",,1640,,,,,,,,,
Person_292,Event0656,"Pizzari, Michiel","Pizzari, Michiel appointment",appointment,"apptd 10/26/1640 by Marin Bragadin, Cap.o Grande di Candia, as Dragomano Publico in place of deceased Manoli Armandani. asks that appt be confirmed by gvt",1640-10-26,,,,,,,,,,
Person_293,Event0657,Pizzoni,Pizzoni Birth,Birth,Birth,,,,,,,Venice,,,,
Person_293,Event0658,Pizzoni,Pizzoni appraisal,appraisal,"new bailo Marino Cavalli applauds 'che ha fatto buon frutto nel parlare, nel scrivere et nel leggere non solo nella lingua turca ma nell'araba ancora'",,,,,,,,,,,
Person_296,Event0659,"Priuli, Andrea","Priuli, Andrea Commission",Commission,commission,1522-03-31,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 49, cc. 73v-74v."
Person_297,Event0660,"Quartano, Nicolò","Quartano, Nicolò Birth",Birth,Birth,,,,,,,Corfu,,,,
Person_297,Event0661,"Quartano, Nicolò","Quartano, Nicolò employment end",employment end,,1904-05-06,post1588,,,,,,,,,date inferred
Person_297,Event0662,"Quartano, Nicolò","Quartano, Nicolò Employment End",Employment End,,1904-05-06,post1588,,,,,,,,,date inferred
Person_297,Event0663,"Quartano, Nicolò","Quartano, Nicolò ",,"accusato di omicidio, fu interprete al servizio del sultano; la sua presenza viene segnalata, ad intervalli più o meno regolatri, a Corfù, a Costantinopoli ed in Francia.' Papadia-Lala 2009",,,,,,,,,,,
Person_298,Event0664,"Querini, Francesco","Querini, Francesco Commission",Commission,,1390-03-06,6 March 1390,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 41, cc. 59-60; Iorga, Venetia, pp. 1102-1103; Thiriet, Sénat, I, n. 768."
Person_299,Event0665,"Querini, Giacomo","Querini, Giacomo Commission",Commission,,,20 giugno 1671,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 32, cc. 152v-159."
Person_299,Event0666,"Querini, Giacomo","Querini, Giacomo election",election,election,,20 giugno 1671,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 32, cc. 152v-159."
Person_302,Event0667,"Ragazzoni, Jacopo","Ragazzoni, Jacopo Commission",Commission,commission,1571-03-08,8 March 1571,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 4, cc. 27-28."
Person_302,Event0668,"Ragazzoni, Jacopo","Ragazzoni, Jacopo ",,,,15 novembre 1555,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 69, cc. 157-160."
Person_303,Event0669,"Renier, Alvise","Renier, Alvise Commission",Commission,,,5 July 1547,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 65, cc. 126v-131."
Person_303,Event0670,"Renier, Alvise","Renier, Alvise election",election,election,1555-08-28,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 2, c. 34a; SAVP, reg. B, c. 84v; SS , reg. 69, c. 138v. "
Person_303,Event0671,"Renier, Alvise","Renier, Alvise Commission",Commission,commission,1547-07-05,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 65, cc. 126v-131."
Person_303,Event0672,"Renier, Alvise","Renier, Alvise Commission",Commission,commission,,15 novembre 1555,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 69, cc. 157-160."
Person_303,Event0673,"Renier, Alvise","Renier, Alvise election",election,Ambasciatore per congratularsi con il sultano per le vittorie in Persia.,,25 agosto 1555,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 2, c. 34a; SAVP, reg. B, c. 84v; SS , reg. 69, c. 138v. "
Person_304,Event0674,"Renier, Paolo","Renier, Paolo accreditation",accreditation, credenziali come ambasciatore,,7 maggio 1774,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 52, a. 1771, cc. 4v-10."
